lat,lon,time,username,user_objId,distance,duration
42.04333,-87.68046,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,5.630949,0:00:01
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,5.630949,0:00:02
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,6.630949,0:00:03
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,7.630949,0:00:04
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,8.630949,0:00:05
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,9.630949,0:00:06
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,10.630949,0:00:07
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,11.630949,0:00:08
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,12.630949,0:00:09
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,13.630949,0:00:10
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,14.630949,0:00:11
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,15.630949,0:00:12
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,16.630949,0:00:13
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,17.630949,0:00:14
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,18.630949,0:00:15
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,19.630949,0:00:16
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,20.630949,0:00:17
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,21.630949,0:00:18
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,22.630949,0:00:19
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,23.630949,0:00:20
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,24.630949,0:00:21
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,25.630949,0:00:22
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,26.630949,0:00:23
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,27.630949,0:00:24
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,28.630949,0:00:25
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,29.630949,0:00:26
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,30.630949,0:00:27
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,31.630949,0:00:28
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,32.630949,0:00:29
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,33.630949,0:00:30
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,34.630949,0:00:31
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,35.630949,0:00:32
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,36.630949,0:00:33
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,37.630949,0:00:34
42.044009,-87.680362,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,38.630949,0:00:35
42.05270785,-87.67706634,2015-08-19T18:02:20.811Z,Stella,ck6DC2F1gI,5.630949,0:00:36
42.05270785,-87.67706634,2015-08-19T18:02:21.810Z,Stella,ck6DC2F1gI,5.630949,0:00:37
42.05270785,-87.67706634,2015-08-19T18:02:22.811Z,Stella,ck6DC2F1gI,5.630949,0:00:38
42.05271284,-87.67705402,2015-08-19T18:02:23.811Z,Stella,ck6DC2F1gI,6.791694,0:00:39
42.05271284,-87.67705402,2015-08-19T18:02:24.810Z,Stella,ck6DC2F1gI,6.791694,0:00:40
42.05272637,-87.67705578,2015-08-19T18:02:25.811Z,Stella,ck6DC2F1gI,8.302368,0:00:41
42.05274154,-87.67705738,2015-08-19T18:02:26.811Z,Stella,ck6DC2F1gI,9.992701,0:00:42
42.05275781,-87.6770578,2015-08-19T18:02:27.812Z,Stella,ck6DC2F1gI,11.79925,0:00:43
42.05277796,-87.67705687,2015-08-19T18:02:28.811Z,Stella,ck6DC2F1gI,14.03971,0:00:44
42.05280261,-87.67705344,2015-08-19T18:02:29.811Z,Stella,ck6DC2F1gI,16.79171,0:00:45
42.05282222,-87.6770521,2015-08-19T18:02:30.811Z,Stella,ck6DC2F1gI,18.97317,0:00:46
42.05283727,-87.67705101,2015-08-19T18:02:31.811Z,Stella,ck6DC2F1gI,20.64682,0:00:47
42.05286174,-87.67705704,2015-08-19T18:02:32.811Z,Stella,ck6DC2F1gI,23.41098,0:00:48
42.05289078,-87.67706232,2015-08-19T18:02:33.811Z,Stella,ck6DC2F1gI,26.66652,0:00:49
42.05291698,-87.67706593,2015-08-19T18:02:34.811Z,Stella,ck6DC2F1gI,29.59128,0:00:50
42.05294112,-87.67706492,2015-08-19T18:02:35.811Z,Stella,ck6DC2F1gI,32.27397,0:00:51
42.05296798,-87.67706199,2015-08-19T18:02:36.810Z,Stella,ck6DC2F1gI,35.26782,0:00:52
42.05299371,-87.67706023,2015-08-19T18:02:37.811Z,Stella,ck6DC2F1gI,38.12983,0:00:53
42.05301857,-87.67705989,2015-08-19T18:02:38.810Z,Stella,ck6DC2F1gI,40.8905,0:00:54
42.05303793,-87.67706173,2015-08-19T18:02:39.810Z,Stella,ck6DC2F1gI,43.04662,0:00:55
42.05305846,-87.67706165,2015-08-19T18:02:40.811Z,Stella,ck6DC2F1gI,45.32767,0:00:56
42.0530826,-87.67705888,2015-08-19T18:02:41.811Z,Stella,ck6DC2F1gI,48.01883,0:00:57
42.05310716,-87.67705654,2015-08-19T18:02:42.810Z,Stella,ck6DC2F1gI,50.75369,0:00:58
42.0531313,-87.67705511,2015-08-19T18:02:43.811Z,Stella,ck6DC2F1gI,53.43768,0:00:59
42.05315741,-87.67705679,2015-08-19T18:02:44.811Z,Stella,ck6DC2F1gI,56.34119,0:01:00
42.05318579,-87.6770593,2015-08-19T18:02:45.811Z,Stella,ck6DC2F1gI,59.49963,0:01:01
42.05321701,-87.67706241,2015-08-19T18:02:46.811Z,Stella,ck6DC2F1gI,62.97725,0:01:02
42.0532463,-87.67706551,2015-08-19T18:02:47.810Z,Stella,ck6DC2F1gI,66.24134,0:01:03
42.05327836,-87.67706945,2015-08-19T18:02:48.811Z,Stella,ck6DC2F1gI,69.81747,0:01:04
42.05331101,-87.67707489,2015-08-19T18:02:49.811Z,Stella,ck6DC2F1gI,73.47182,0:01:05
42.05334525,-87.67707909,2015-08-19T18:02:50.810Z,Stella,ck6DC2F1gI,77.29091,0:01:06
42.05337983,-87.67707992,2015-08-19T18:02:51.811Z,Stella,ck6DC2F1gI,81.13208,0:01:07
42.05341566,-87.67707909,2015-08-19T18:02:52.810Z,Stella,ck6DC2F1gI,85.11288,0:01:08
42.05344877,-87.67707624,2015-08-19T18:02:53.811Z,Stella,ck6DC2F1gI,88.79806,0:01:09
42.05348297,-87.67707238,2015-08-19T18:02:54.811Z,Stella,ck6DC2F1gI,92.61009,0:01:10
42.05351721,-87.67706953,2015-08-19T18:02:55.811Z,Stella,ck6DC2F1gI,96.4207,0:01:11
42.05355149,-87.67706567,2015-08-19T18:02:56.811Z,Stella,ck6DC2F1gI,100.242,0:01:12
42.05358556,-87.6770614,2015-08-19T18:02:57.811Z,Stella,ck6DC2F1gI,104.0432,0:01:13
42.05361984,-87.67705645,2015-08-19T18:02:58.811Z,Stella,ck6DC2F1gI,107.8731,0:01:14
42.05365199,-87.67705629,2015-08-19T18:02:59.811Z,Stella,ck6DC2F1gI,111.4437,0:01:15
42.05368137,-87.67706106,2015-08-19T18:03:00.811Z,Stella,ck6DC2F1gI,114.7308,0:01:16
42.05370798,-87.67706743,2015-08-19T18:03:01.811Z,Stella,ck6DC2F1gI,117.7336,0:01:17
42.05373434,-87.67707129,2015-08-19T18:03:02.811Z,Stella,ck6DC2F1gI,120.679,0:01:18
42.05376233,-87.67707188,2015-08-19T18:03:03.811Z,Stella,ck6DC2F1gI,123.7891,0:01:19
42.05379561,-87.6770707,2015-08-19T18:03:04.811Z,Stella,ck6DC2F1gI,127.4866,0:01:20
42.05383048,-87.67707112,2015-08-19T18:03:05.811Z,Stella,ck6DC2F1gI,131.3599,0:01:21
